company_name,domain,sector,employee_band,country,hq_city,annual_revenue_band,founded_year,funding_stage,crm_platform,monthly_ad_spend_band,ad_platforms,is_hiring,open_roles
Glenmoor Health SAS,glenmoor-health.example,Healthcare,1-10,FR,Toulouse,£1m-£10m,2024,Seed,Pipedrive,under £5k,"[""Microsoft Ads""]",False,0
Stonebridge Learning Ltd,stonebridge-learning.example,Education,11-50,UK,Leeds,£1m-£10m,2000,Series A,Spreadsheet,under £5k,"[""Google Ads""]",False,0
Pinecrest Advisory GmbH,pinecrest-advisory.example,Professional services,1-10,DE,Frankfurt,under £1m,2006,Seed,Spreadsheet,under £5k,"[""TikTok Ads""]",False,0
Lindenwood Learning GmbH,lindenwood-learning.example,Education,11-50,DE,Munich,under £1m,2001,Seed,HubSpot,under £5k,"[""Meta Ads""]",True,4
Heron Stores Ltd,heron-stores.example,Retail,1-10,UK,Bristol,under £1m,2017,Bootstrapped,No CRM,none,[],False,0
Jasper Retail BV,jasper-retail.example,Retail,11-50,NL,Amsterdam,£10m-£50m,2020,Bootstrapped,HubSpot,under £5k,"[""Google Ads""]",False,0
Ironbridge Shipping GmbH,ironbridge-shipping.example,Logistics,1-10,DE,Frankfurt,under £1m,2014,Seed,Spreadsheet,under £5k,"[""LinkedIn Ads""]",False,0
Meridian Freight Ltd,meridian-freight.example,Logistics,1-10,UK,Leeds,under £1m,2009,Bootstrapped,HubSpot,under £5k,"[""TikTok Ads""]",True,2
Umber Labs Ltd,umber-labs.example,Software,51-200,UK,London,£10m-£50m,2015,Series B,HubSpot,under £5k,"[""Microsoft Ads""]",True,11
Northwind Digital BV,northwind-digital.example,Software,1-10,NL,Utrecht,under £1m,2013,Bootstrapped,Pipedrive,under £5k,"[""Meta Ads""]",False,0
Oldfield Pharma Inc,oldfield-pharma.example,Healthcare,11-50,US,Austin,£1m-£10m,2005,Seed,Spreadsheet,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,3
Meridian Lending Ltd,meridian-lending.example,Financial services,1-10,UK,Leeds,under £1m,2022,Bootstrapped,Pipedrive,under £5k,"[""Meta Ads""]",False,0
Silverline Manufacturing Inc,silverline-manufacturing.example,Manufacturing,201-1000,US,Chicago,£10m-£50m,2004,Series B,HubSpot,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""TikTok Ads""]",True,25
Hawthorn Components SAS,hawthorn-components.example,Manufacturing,1000+,FR,Lyon,£250m+,2016,Public,Salesforce,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",False,0
Thornbury Pharma Ltd,thornbury-pharma.example,Healthcare,51-200,UK,Bristol,£10m-£50m,2003,Bootstrapped,Pipedrive,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0
Foxglove Care Ltd,foxglove-care.example,Healthcare,1-10,UK,Bristol,under £1m,2024,Bootstrapped,Spreadsheet,under £5k,"[""Google Ads""]",False,0
Nimbus Market Inc,nimbus-market.example,Retail,1-10,US,Chicago,under £1m,2015,Series A,HubSpot,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0
Kingsway Legal GmbH,kingsway-legal.example,Professional services,11-50,DE,Berlin,£10m-£50m,2011,Series B,HubSpot,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",True,5
Marigold Pharma BV,marigold-pharma.example,Healthcare,11-50,NL,Eindhoven,£1m-£10m,1998,Bootstrapped,HubSpot,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,4
Alder Manufacturing BV,alder-manufacturing.example,Manufacturing,11-50,NL,Rotterdam,£1m-£10m,2013,Seed,Salesforce,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,4
Cedar Outfitters Ltd,cedar-outfitters.example,Retail,11-50,UK,Birmingham,£1m-£10m,2005,Seed,No CRM,under £5k,"[""Microsoft Ads""]",False,0
Rosewood Training Ltd,rosewood-training.example,Education,11-50,UK,Edinburgh,£1m-£10m,2020,Bootstrapped,Salesforce,under £5k,"[""Google Ads""]",True,3
Westbrook Goods Ltd,westbrook-goods.example,Retail,11-50,UK,Leeds,£1m-£10m,2011,Series A,Spreadsheet,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0
Ashford Couriers Ltd,ashford-couriers.example,Logistics,51-200,UK,London,£10m-£50m,2017,Series B,Salesforce,under £5k,"[""Meta Ads""]",True,13
Granite Legal Ltd,granite-legal.example,Professional services,51-200,UK,Birmingham,£10m-£50m,2004,Series B,Pipedrive,under £5k,"[""Microsoft Ads""]",True,7
Quartz College Inc,quartz-college.example,Education,51-200,US,New York,£10m-£50m,2024,Bootstrapped,Spreadsheet,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0
Tidewater Couriers BV,tidewater-couriers.example,Logistics,51-200,NL,Eindhoven,£10m-£50m,2014,Bootstrapped,Salesforce,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",False,0
Vantage Manufacturing Ltd,vantage-manufacturing.example,Manufacturing,51-200,UK,London,£10m-£50m,2002,Bootstrapped,Salesforce,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",True,16
Upland Associates Ltd,upland-associates.example,Professional services,201-1000,UK,Birmingham,£50m-£250m,1997,Bootstrapped,Pipedrive,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads""]",False,0
Pinecrest Wealth Inc,pinecrest-wealth.example,Financial services,1-10,US,Boston,under £1m,2010,Bootstrapped,Salesforce,under £5k,"[""Meta Ads""]",False,0
Hawthorn Freight Ltd,hawthorn-freight.example,Logistics,51-200,UK,Leeds,£10m-£50m,2003,Series B,HubSpot,under £5k,"[""Meta Ads""]",False,0
Brightwater Dental Inc,brightwater-dental.example,Healthcare,51-200,US,New York,£10m-£50m,2013,Bootstrapped,Spreadsheet,under £5k,"[""Google Ads""]",True,7
Norfolk Learning GmbH,norfolk-learning.example,Education,1-10,DE,Frankfurt,£1m-£10m,1997,Series A,Spreadsheet,none,[],False,0
Ashford Cloud Inc,ashford-cloud.example,Software,51-200,US,Chicago,£10m-£50m,2008,Seed,Salesforce,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0
Emberly Cloud BV,emberly-cloud.example,Software,51-200,NL,Rotterdam,£10m-£50m,2002,Series B,HubSpot,none,[],True,10
Dovecote Lending BV,dovecote-lending.example,Financial services,11-50,NL,Amsterdam,£1m-£10m,2011,Seed,HubSpot,under £5k,"[""Meta Ads""]",False,0
Dovecote Clinics Inc,dovecote-clinics.example,Healthcare,1-10,US,San Francisco,£1m-£10m,2015,Bootstrapped,Pipedrive,none,[],False,0
Ashford Tutors Ltd,ashford-tutors.example,Education,1-10,UK,Leeds,under £1m,2016,Series A,No CRM,none,[],True,2
Clearwater Works Inc,clearwater-works.example,Manufacturing,11-50,US,San Francisco,£1m-£10m,2012,Series A,HubSpot,none,[],False,0
Bluebell Tutors BV,bluebell-tutors.example,Education,11-50,NL,Eindhoven,£1m-£10m,1999,Bootstrapped,HubSpot,none,[],False,0
Brightwater Software BV,brightwater-software.example,Software,11-50,NL,Eindhoven,£1m-£10m,2008,Bootstrapped,Spreadsheet,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads""]",False,0
Norfolk Health Inc,norfolk-health.example,Healthcare,1000+,US,New York,£250m+,2007,Bootstrapped,Salesforce,none,[],True,59
Pebble Couriers BV,pebble-couriers.example,Logistics,11-50,NL,Amsterdam,£1m-£10m,2020,Bootstrapped,Salesforce,under £5k,"[""TikTok Ads""]",False,0
Beacon Manufacturing Inc,beacon-manufacturing.example,Manufacturing,11-50,US,Chicago,£1m-£10m,1999,Bootstrapped,Pipedrive,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,7
Westbrook Academy Inc,westbrook-academy.example,Education,11-50,US,Seattle,£1m-£10m,1997,Series A,HubSpot,£25k-£100k,"[""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",False,0
Clearwater College Ltd,clearwater-college.example,Education,51-200,UK,London,£10m-£50m,2023,Bootstrapped,Pipedrive,£25k-£100k,"[""Google Ads"", ""Microsoft Ads"", ""TikTok Ads""]",False,0
Harbour Data Ltd,harbour-data.example,Software,1-10,UK,Birmingham,under £1m,2015,Bootstrapped,Salesforce,under £5k,"[""Meta Ads""]",False,0
Beacon Accountants BV,beacon-accountants.example,Professional services,201-1000,NL,Amsterdam,£50m-£250m,2006,Private equity,Salesforce,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",False,0
Bluebell Transport BV,bluebell-transport.example,Logistics,1-10,NL,Utrecht,under £1m,2002,Seed,No CRM,under £5k,"[""LinkedIn Ads""]",False,0
Highgate Training Inc,highgate-training.example,Education,1-10,US,Boston,under £1m,2006,Bootstrapped,Spreadsheet,under £5k,"[""Meta Ads""]",True,1
Brightwater Retail GmbH,brightwater-retail.example,Retail,1-10,DE,Munich,under £1m,2010,Bootstrapped,HubSpot,none,[],False,0
Inkwell Legal Inc,inkwell-legal.example,Professional services,51-200,US,New York,£10m-£50m,2017,Bootstrapped,HubSpot,under £5k,"[""Meta Ads""]",False,0
Westbrook Shipping Ltd,westbrook-shipping.example,Logistics,201-1000,UK,Birmingham,£50m-£250m,2005,Bootstrapped,Salesforce,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",False,0
Quartz Insurance Inc,quartz-insurance.example,Financial services,11-50,US,San Francisco,£1m-£10m,2016,Bootstrapped,Spreadsheet,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",False,0
Brightwater Transport SAS,brightwater-transport.example,Logistics,1-10,FR,Toulouse,under £1m,2022,Seed,Spreadsheet,under £5k,"[""LinkedIn Ads""]",False,0
Valley Fabrication GmbH,valley-fabrication.example,Manufacturing,11-50,DE,Hamburg,£1m-£10m,2005,Series A,HubSpot,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",True,4
Oakridge Freight SAS,oakridge-freight.example,Logistics,1-10,FR,Toulouse,under £1m,2013,Seed,Pipedrive,£25k-£100k,"[""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,4
Pebble Advisory GmbH,pebble-advisory.example,Professional services,11-50,DE,Munich,£1m-£10m,2011,Seed,HubSpot,none,[],True,3
Greystone Market Inc,greystone-market.example,Retail,51-200,US,Seattle,£10m-£50m,2010,Bootstrapped,HubSpot,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",True,9
Westbrook Trading Ltd,westbrook-trading.example,Retail,1-10,UK,Birmingham,under £1m,2016,Seed,No CRM,under £5k,"[""Meta Ads""]",False,0
Aurora Tutors GmbH,aurora-tutors.example,Education,201-1000,DE,Frankfurt,£50m-£250m,1976,Public,Salesforce,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",True,21
Clearwater Market BV,clearwater-market.example,Retail,51-200,NL,Utrecht,£10m-£50m,2008,Series A,Spreadsheet,£5k-£25k,"[""LinkedIn Ads"", ""Microsoft Ads""]",False,0
Pennine Industries Inc,pennine-industries.example,Manufacturing,1-10,US,San Francisco,under £1m,2022,Bootstrapped,HubSpot,none,[],False,0
Cedar Works Ltd,cedar-works.example,Manufacturing,201-1000,UK,Bristol,£50m-£250m,2020,Series C+,Salesforce,under £5k,"[""Google Ads""]",True,22
Aurora Works Ltd,aurora-works.example,Manufacturing,201-1000,UK,Leeds,£50m-£250m,2009,Private equity,Pipedrive,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""TikTok Ads""]",False,0
Thornbury Digital Ltd,thornbury-digital.example,Software,51-200,UK,Leeds,£10m-£50m,1998,Bootstrapped,HubSpot,under £5k,"[""Google Ads""]",True,9
Heron Capital Ltd,heron-capital.example,Financial services,51-200,UK,Manchester,£10m-£50m,2002,Series B,HubSpot,£5k-£25k,"[""Meta Ads"", ""Microsoft Ads""]",True,11
Orchard Tutors Inc,orchard-tutors.example,Education,11-50,US,New York,£1m-£10m,2023,Seed,Pipedrive,under £5k,"[""Google Ads""]",True,3
Hawthorn Shipping Inc,hawthorn-shipping.example,Logistics,11-50,US,San Francisco,£1m-£10m,2018,Series A,Spreadsheet,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",True,1
Inkwell Systems Inc,inkwell-systems.example,Software,1-10,US,San Francisco,under £1m,2018,Seed,Pipedrive,under £5k,"[""Google Ads""]",False,0
Thornbury Software Ltd,thornbury-software.example,Software,1-10,UK,Leeds,under £1m,1999,Seed,Pipedrive,under £5k,"[""Microsoft Ads""]",False,0
Larkspur Logistics BV,larkspur-logistics.example,Logistics,1-10,NL,Amsterdam,under £1m,1999,Seed,Spreadsheet,none,[],True,1
Inkwell Capital GmbH,inkwell-capital.example,Financial services,51-200,DE,Berlin,£10m-£50m,2008,Series A,Salesforce,£5k-£25k,"[""Meta Ads"", ""Microsoft Ads""]",False,0
Cobalt Labs BV,cobalt-labs.example,Software,1000+,NL,Eindhoven,£250m+,1995,Series B,No CRM,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""TikTok Ads""]",True,64
Oakridge Outfitters Inc,oakridge-outfitters.example,Retail,1000+,US,San Francisco,£250m+,1972,Series B,Pipedrive,£25k-£100k,"[""LinkedIn Ads"", ""Microsoft Ads"", ""TikTok Ads""]",True,58
Foxglove Lending GmbH,foxglove-lending.example,Financial services,11-50,DE,Frankfurt,£1m-£10m,2009,Bootstrapped,Pipedrive,none,[],False,0
Bramble Partners Ltd,bramble-partners.example,Financial services,1-10,UK,Bristol,under £1m,2000,Bootstrapped,HubSpot,under £5k,"[""LinkedIn Ads""]",False,0
Emberly Partners GmbH,emberly-partners.example,Financial services,11-50,DE,Hamburg,£1m-£10m,1995,Series B,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",False,0
Ashford Software Ltd,ashford-software.example,Software,1000+,UK,Manchester,£250m+,1969,Public,Salesforce,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,66
Upland Market Ltd,upland-market.example,Retail,11-50,UK,Bristol,£1m-£10m,2009,Seed,HubSpot,under £5k,"[""Google Ads""]",False,0
Aurora Haulage SAS,aurora-haulage.example,Logistics,1000+,FR,Lille,£250m+,1978,Bootstrapped,Salesforce,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,70
Upland Education Ltd,upland-education.example,Education,201-1000,UK,Edinburgh,£50m-£250m,1996,Bootstrapped,Salesforce,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""TikTok Ads""]",True,20
Umber Consulting Ltd,umber-consulting.example,Professional services,51-200,UK,Leeds,£50m-£250m,2021,Bootstrapped,HubSpot,£5k-£25k,"[""Meta Ads"", ""Microsoft Ads""]",True,7
Moorland Cloud BV,moorland-cloud.example,Software,201-1000,NL,Rotterdam,£50m-£250m,1986,Bootstrapped,HubSpot,£5k-£25k,"[""LinkedIn Ads"", ""Microsoft Ads""]",False,0
Glenmoor Haulage Ltd,glenmoor-haulage.example,Logistics,1-10,UK,Birmingham,under £1m,2012,Bootstrapped,HubSpot,under £5k,"[""Google Ads""]",False,0
Umber Medical Ltd,umber-medical.example,Healthcare,11-50,UK,Manchester,£1m-£10m,2007,Bootstrapped,HubSpot,under £5k,"[""Meta Ads""]",False,0
Nimbus Engineering SAS,nimbus-engineering.example,Manufacturing,1-10,FR,Lyon,under £1m,2017,Seed,Spreadsheet,none,[],False,0
Rosewood Software SAS,rosewood-software.example,Software,1-10,FR,Lyon,under £1m,1996,Seed,HubSpot,under £5k,"[""TikTok Ads""]",False,0
Harbour Goods Ltd,harbour-goods.example,Retail,51-200,UK,Birmingham,£10m-£50m,2006,Private equity,Salesforce,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0
Bluebell Partners GmbH,bluebell-partners.example,Financial services,11-50,DE,Frankfurt,£1m-£10m,2004,Bootstrapped,Pipedrive,under £5k,"[""LinkedIn Ads""]",True,3
Thornbury Cloud Inc,thornbury-cloud.example,Software,51-200,US,Boston,£10m-£50m,1998,Bootstrapped,Salesforce,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""TikTok Ads""]",True,9
Alder Goods Ltd,alder-goods.example,Retail,11-50,UK,Bristol,£1m-£10m,1998,Series A,Spreadsheet,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,3
Tamarind Trading Inc,tamarind-trading.example,Retail,1-10,US,Chicago,£1m-£10m,2019,Bootstrapped,HubSpot,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",False,0
Stonebridge Finance Inc,stonebridge-finance.example,Financial services,1000+,US,Seattle,£250m+,1980,Public,Salesforce,£100k+,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads"", ""TikTok Ads""]",True,67
Riverside Capital Ltd,riverside-capital.example,Financial services,51-200,UK,London,£10m-£50m,2016,Series B,HubSpot,none,[],True,13
Driftwood Accountants Ltd,driftwood-accountants.example,Professional services,51-200,UK,Manchester,£10m-£50m,2005,Series A,HubSpot,under £5k,"[""Google Ads""]",False,0
Oakridge Software Ltd,oakridge-software.example,Software,1-10,UK,Leeds,under £1m,2002,Bootstrapped,No CRM,none,[],False,0
Westbrook Cloud Ltd,westbrook-cloud.example,Software,1-10,UK,London,under £1m,2011,Bootstrapped,Spreadsheet,none,[],False,0
Bramble Legal Ltd,bramble-legal.example,Professional services,1000+,UK,Manchester,£250m+,1980,Series C+,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",True,50
Oldfield Outfitters Inc,oldfield-outfitters.example,Retail,201-1000,US,Seattle,£50m-£250m,1979,Private equity,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""TikTok Ads""]",True,21
Tidewater Components Inc,tidewater-components.example,Manufacturing,1000+,US,Seattle,£250m+,1984,Bootstrapped,Salesforce,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""TikTok Ads""]",True,58
Lantern Pharma BV,lantern-pharma.example,Healthcare,51-200,NL,Eindhoven,£10m-£50m,2024,Series B,HubSpot,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,5
Tidewater Logistics GmbH,tidewater-logistics.example,Logistics,11-50,DE,Hamburg,£1m-£10m,2014,Series A,Salesforce,under £5k,"[""Meta Ads""]",True,4
Nettlefield Wealth Inc,nettlefield-wealth.example,Financial services,1-10,US,San Francisco,under £1m,2013,Seed,HubSpot,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0
Evergreen Accountants Ltd,evergreen-accountants.example,Professional services,201-1000,UK,Leeds,£50m-£250m,1983,Bootstrapped,Pipedrive,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",True,17
Northwind Legal GmbH,northwind-legal.example,Professional services,51-200,DE,Hamburg,£10m-£50m,1998,Series B,HubSpot,£5k-£25k,"[""Google Ads"", ""Microsoft Ads""]",False,0
Elmstead Legal Ltd,elmstead-legal.example,Professional services,201-1000,UK,Birmingham,£50m-£250m,2010,Series C+,Salesforce,£5k-£25k,"[""Google Ads"", ""Microsoft Ads""]",False,0
Pinecrest Health BV,pinecrest-health.example,Healthcare,1000+,NL,Amsterdam,£250m+,1999,Public,Salesforce,£100k+,"[""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads"", ""TikTok Ads""]",True,65
Upland Shipping BV,upland-shipping.example,Logistics,1000+,NL,Eindhoven,£250m+,2009,Private equity,Salesforce,under £5k,"[""TikTok Ads""]",True,62
Beacon Couriers Inc,beacon-couriers.example,Logistics,201-1000,US,Seattle,£50m-£250m,1990,Series C+,HubSpot,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,21
Tidewater Wealth Inc,tidewater-wealth.example,Financial services,51-200,US,Boston,£10m-£50m,1999,Series A,Spreadsheet,£5k-£25k,"[""LinkedIn Ads"", ""Microsoft Ads""]",False,0
Inkwell Retail SAS,inkwell-retail.example,Retail,201-1000,FR,Lyon,£50m-£250m,1986,Series C+,Salesforce,under £5k,"[""Microsoft Ads""]",False,0
Tamarind Legal Ltd,tamarind-legal.example,Professional services,11-50,UK,Bristol,£1m-£10m,2003,Seed,Salesforce,under £5k,"[""Google Ads""]",True,4
Nimbus Digital Inc,nimbus-digital.example,Software,11-50,US,San Francisco,£1m-£10m,2012,Bootstrapped,Spreadsheet,none,[],False,0
Quartz Digital Inc,quartz-digital.example,Software,1-10,US,Austin,under £1m,2011,Seed,Spreadsheet,none,[],True,1
Tamarind Works Ltd,tamarind-works.example,Manufacturing,51-200,UK,Birmingham,£10m-£50m,2004,Bootstrapped,Salesforce,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads""]",False,0
Elmstead Trading Ltd,elmstead-trading.example,Retail,1000+,UK,Birmingham,£250m+,2020,Private equity,Salesforce,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""TikTok Ads""]",True,60
Quayside Consulting Ltd,quayside-consulting.example,Professional services,1-10,UK,Bristol,under £1m,2004,Series A,HubSpot,none,[],False,0
Thornbury Advisory Inc,thornbury-advisory.example,Professional services,1-10,US,Austin,under £1m,1995,Seed,No CRM,none,[],False,0
Orchard Digital Ltd,orchard-digital.example,Software,1-10,UK,Bristol,under £1m,2023,Bootstrapped,Spreadsheet,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",False,0
Kestrel Advisory Inc,kestrel-advisory.example,Professional services,1-10,US,New York,under £1m,2021,Seed,No CRM,under £5k,"[""Google Ads""]",True,1
Highgate Manufacturing Ltd,highgate-manufacturing.example,Manufacturing,201-1000,UK,London,£50m-£250m,2018,Public,Pipedrive,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""TikTok Ads""]",True,23
Umber Learning Inc,umber-learning.example,Education,11-50,US,Austin,£1m-£10m,1999,Series A,No CRM,£5k-£25k,"[""Google Ads"", ""Microsoft Ads""]",False,0
Bluebell Training Inc,bluebell-training.example,Education,11-50,US,Seattle,£1m-£10m,1995,Series A,Salesforce,none,[],False,0
Upland Components Ltd,upland-components.example,Manufacturing,1-10,UK,Birmingham,under £1m,2020,Series A,HubSpot,under £5k,"[""Google Ads""]",True,1
Keystone Data Ltd,keystone-data.example,Software,51-200,UK,Leeds,£10m-£50m,2021,Bootstrapped,HubSpot,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0
Hawthorn Tutors SAS,hawthorn-tutors.example,Education,51-200,FR,Toulouse,£10m-£50m,2023,Bootstrapped,HubSpot,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",False,0
Redwood Stores SAS,redwood-stores.example,Retail,201-1000,FR,Lyon,£50m-£250m,2021,Series B,Salesforce,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,25
Bramble Training Inc,bramble-training.example,Education,11-50,US,New York,£1m-£10m,2013,Bootstrapped,Pipedrive,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,1
Cedar Academy Inc,cedar-academy.example,Education,51-200,US,New York,£10m-£50m,2005,Series B,Pipedrive,under £5k,"[""Microsoft Ads""]",False,0
Fernhill Health Inc,fernhill-health.example,Healthcare,201-1000,US,San Francisco,£50m-£250m,1997,Bootstrapped,HubSpot,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",True,17
Westbrook Health SAS,westbrook-health.example,Healthcare,1-10,FR,Toulouse,£1m-£10m,1997,Bootstrapped,HubSpot,none,[],True,1
Kestrel Industries Ltd,kestrel-industries.example,Manufacturing,1-10,UK,Birmingham,under £1m,2021,Seed,Spreadsheet,none,[],False,0
Thornbury Outfitters Inc,thornbury-outfitters.example,Retail,11-50,US,Chicago,£1m-£10m,1995,Bootstrapped,No CRM,none,[],False,0
Emberly Data Ltd,emberly-data.example,Software,201-1000,UK,Bristol,£50m-£250m,1987,Series A,HubSpot,£100k+,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads"", ""TikTok Ads""]",False,0
Emberly Couriers Inc,emberly-couriers.example,Logistics,51-200,US,Seattle,£10m-£50m,2019,Bootstrapped,Salesforce,none,[],False,0
Dunmore Training BV,dunmore-training.example,Education,1-10,NL,Utrecht,under £1m,2009,Bootstrapped,Pipedrive,none,[],False,0
Zephyr Education Ltd,zephyr-education.example,Education,201-1000,UK,Bristol,£10m-£50m,2019,Public,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",False,0
Fernhill Components SAS,fernhill-components.example,Manufacturing,1000+,FR,Paris,£250m+,2018,Series C+,HubSpot,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""TikTok Ads""]",True,72
Glenmoor Stores Inc,glenmoor-stores.example,Retail,1-10,US,Austin,under £1m,2007,Bootstrapped,HubSpot,under £5k,"[""Meta Ads""]",False,0
Stonebridge Medical SAS,stonebridge-medical.example,Healthcare,1-10,FR,Lille,under £1m,2009,Bootstrapped,Pipedrive,£5k-£25k,"[""LinkedIn Ads"", ""Microsoft Ads""]",False,0
Emberly Market Inc,emberly-market.example,Retail,1-10,US,Boston,under £1m,1995,Seed,Spreadsheet,none,[],False,0
Quartz Academy GmbH,quartz-academy.example,Education,51-200,DE,Berlin,£10m-£50m,2012,Series B,HubSpot,under £5k,"[""Meta Ads""]",True,15
Hawthorn Capital Ltd,hawthorn-capital.example,Financial services,1-10,UK,Bristol,under £1m,2004,Bootstrapped,Pipedrive,none,[],False,0
Northwind Capital Ltd,northwind-capital.example,Financial services,1000+,UK,Bristol,£250m+,1984,Series C+,Salesforce,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,65
Nimbus Recruitment Ltd,nimbus-recruitment.example,Professional services,201-1000,UK,Bristol,£50m-£250m,1983,Series B,Salesforce,£100k+,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads"", ""TikTok Ads""]",False,0
Ivywood Wealth Inc,ivywood-wealth.example,Financial services,201-1000,US,Seattle,£50m-£250m,1969,Series C+,Salesforce,none,[],True,26
Keystone Shipping Inc,keystone-shipping.example,Logistics,51-200,US,Chicago,£50m-£250m,1996,Series B,Salesforce,under £5k,"[""Google Ads""]",True,11
Moorland Insurance BV,moorland-insurance.example,Financial services,1-10,NL,Rotterdam,under £1m,2006,Bootstrapped,Spreadsheet,under £5k,"[""Meta Ads""]",True,4
Oakridge Medical BV,oakridge-medical.example,Healthcare,51-200,NL,Rotterdam,£10m-£50m,2014,Series B,No CRM,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""TikTok Ads""]",True,6
Redwood Lending Inc,redwood-lending.example,Financial services,11-50,US,Seattle,£1m-£10m,2006,Seed,Salesforce,under £5k,"[""Meta Ads""]",False,0
Silverline Engineering Ltd,silverline-engineering.example,Manufacturing,11-50,UK,Bristol,£1m-£10m,2012,Seed,Spreadsheet,under £5k,"[""Google Ads""]",False,0
Granite Tutors BV,granite-tutors.example,Education,1-10,NL,Amsterdam,under £1m,2024,Bootstrapped,No CRM,under £5k,"[""LinkedIn Ads""]",False,0
Kingsway Logistics BV,kingsway-logistics.example,Logistics,201-1000,NL,Eindhoven,£50m-£250m,1981,Bootstrapped,HubSpot,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",False,0
Inkwell Health Inc,inkwell-health.example,Healthcare,1-10,US,Seattle,under £1m,2013,Bootstrapped,Spreadsheet,none,[],False,0
Oakridge Engineering Ltd,oakridge-engineering.example,Manufacturing,51-200,UK,Leeds,£10m-£50m,2017,Series A,Spreadsheet,none,[],False,0
Thornbury Partners Inc,thornbury-partners.example,Financial services,1-10,US,Seattle,under £1m,2015,Bootstrapped,Salesforce,none,[],False,0
