company_name,domain,sector,employee_band,country,hq_city,annual_revenue_band,founded_year,funding_stage,crm_platform,monthly_ad_spend_band,ad_platforms,is_hiring,open_roles,emitted_domain,domain_in_companies_csv
Alder Accountants Inc,alder-accountants.example,Professional services,11-50,US,Chicago,£1m-£10m,2015,Series A,No CRM,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",True,4,alder-accountants.example,True
Granite Shipping GmbH,granite-shipping.example,Logistics,1-10,DE,Berlin,under £1m,2007,Bootstrapped,Pipedrive,none,[],False,0,graniteship-group.example,False
Willow Labs Ltd,willow-labs.example,Software,1-10,UK,Leeds,under £1m,2012,Bootstrapped,Pipedrive,under £5k,"[""Google Ads""]",False,0,willow-labs.example,True
Inkwell Pharma SAS,inkwell-pharma.example,Healthcare,1-10,FR,Toulouse,under £1m,1995,Bootstrapped,No CRM,under £5k,"[""Google Ads""]",False,0,inkwell-pharma.example,True
Orchard Clinics SAS,orchard-clinics.example,Healthcare,1-10,FR,Lille,under £1m,2009,Seed,Pipedrive,none,[],True,1,orchard-clinics.example,True
Juniper Tutors GmbH,juniper-tutors.example,Education,11-50,DE,Berlin,£10m-£50m,2002,Seed,No CRM,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,7,juniper-tutors.example,True
Zephyr Wealth SAS,zephyr-wealth.example,Financial services,51-200,FR,Paris,£10m-£50m,2023,Series B,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",False,0,zephyr-wealth.example,True
Norfolk Medical Ltd,norfolk-medical.example,Healthcare,1-10,UK,Edinburgh,under £1m,2022,Bootstrapped,HubSpot,under £5k,"[""Google Ads""]",True,2,norfolkmedi-group.example,False
Driftwood Tutors GmbH,driftwood-tutors.example,Education,51-200,DE,Munich,£10m-£50m,2008,Bootstrapped,Salesforce,£5k-£25k,"[""Google Ads"", ""TikTok Ads""]",True,6,driftwood-tutors.example,True
Aurora Freight Ltd,aurora-freight.example,Logistics,201-1000,UK,Leeds,£50m-£250m,1973,Private equity,HubSpot,£25k-£100k,"[""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,20,aurora-freight.example,True
Dovecote Software Ltd,dovecote-software.example,Software,1-10,UK,Bristol,under £1m,2013,Seed,Spreadsheet,none,[],False,0,dovecote-software.example,True
Riverside Finance Ltd,riverside-finance.example,Financial services,11-50,UK,Bristol,£1m-£10m,2003,Bootstrapped,Salesforce,under £5k,"[""LinkedIn Ads""]",True,4,riverside-finance.example,True
Vantage Components Inc,vantage-components.example,Manufacturing,201-1000,US,Seattle,£10m-£50m,1992,Series B,Salesforce,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0,vantage-components.example,True
Marigold Engineering Inc,marigold-engineering.example,Manufacturing,201-1000,US,Chicago,£10m-£50m,2018,Series C+,Salesforce,£5k-£25k,"[""Google Ads"", ""TikTok Ads""]",False,0,marigold-engineering.example,True
Greystone Digital BV,greystone-digital.example,Software,1-10,NL,Eindhoven,under £1m,2003,Seed,HubSpot,under £5k,"[""Google Ads""]",False,0,greystone-digital.example,True
Valley Manufacturing SAS,valley-manufacturing.example,Manufacturing,11-50,FR,Toulouse,£1m-£10m,2011,Seed,Pipedrive,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,7,valley-manufacturing.example,True
Meridian Couriers BV,meridian-couriers.example,Logistics,11-50,NL,Eindhoven,£1m-£10m,2021,Seed,Salesforce,none,[],False,0,meridian-couriers.example,True
Glenmoor Care BV,glenmoor-care.example,Healthcare,11-50,NL,Rotterdam,£1m-£10m,2002,Series B,Pipedrive,under £5k,"[""Google Ads""]",False,0,glenmoor-care.example,True
Tamarind Transport SAS,tamarind-transport.example,Logistics,1-10,FR,Lyon,under £1m,2008,Seed,Pipedrive,none,[],False,0,tamarind-transport.example,True
Beacon Insurance Ltd,beacon-insurance.example,Financial services,1-10,UK,Edinburgh,under £1m,2022,Seed,HubSpot,under £5k,"[""Meta Ads""]",False,0,beacon-insurance.example,True
Quayside Freight GmbH,quayside-freight.example,Logistics,11-50,DE,Munich,£1m-£10m,2012,Bootstrapped,Pipedrive,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",False,0,quayside-freight.example,True
Oakridge Freight Ltd,oakridge-freight.example,Logistics,1-10,UK,Bristol,under £1m,2009,Seed,Spreadsheet,under £5k,"[""Google Ads""]",False,0,oakridge-freight.example,True
Quartz Pharma Inc,quartz-pharma.example,Healthcare,201-1000,US,Austin,£50m-£250m,1980,Bootstrapped,Pipedrive,£100k+,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads"", ""TikTok Ads""]",False,0,quartzphar-group.example,False
Bramble Retail BV,bramble-retail.example,Retail,1000+,NL,Amsterdam,£250m+,2006,Series B,Salesforce,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,56,bramble-retail.example,True
Moorland Advisory Ltd,moorland-advisory.example,Professional services,1-10,UK,London,under £1m,2010,Bootstrapped,Spreadsheet,none,[],False,0,moorlandadvi-group.example,False
Pebble Digital Inc,pebble-digital.example,Software,11-50,US,Boston,£10m-£50m,2015,Bootstrapped,Pipedrive,under £5k,"[""Microsoft Ads""]",True,2,pebble-digital.example,True
Alder Outfitters Inc,alder-outfitters.example,Retail,11-50,US,Austin,under £1m,2016,Seed,Salesforce,under £5k,"[""TikTok Ads""]",True,6,alder-outfitters.example,True
Clearwater Learning Inc,clearwater-learning.example,Education,1-10,US,San Francisco,under £1m,2002,Seed,HubSpot,none,[],False,0,clearwaterlear-group.example,False
Moorland Engineering Ltd,moorland-engineering.example,Manufacturing,1-10,UK,Birmingham,under £1m,2015,Series A,No CRM,under £5k,"[""Google Ads""]",False,0,moorland-engineering.example,True
Nimbus Dental Ltd,nimbus-dental.example,Healthcare,1-10,UK,Manchester,under £1m,2001,Bootstrapped,Spreadsheet,none,[],False,0,nimbus-dental.example,True
Yarrow Finance Inc,yarrow-finance.example,Financial services,1-10,US,New York,under £1m,2015,Seed,No CRM,£5k-£25k,"[""Google Ads"", ""TikTok Ads""]",False,0,yarrowfina-group.example,False
Clearwater Transport Inc,clearwater-transport.example,Logistics,1-10,US,Austin,under £1m,2020,Bootstrapped,Spreadsheet,under £5k,"[""LinkedIn Ads""]",False,0,clearwater-transport.example,True
Highgate Health Inc,highgate-health.example,Healthcare,51-200,US,New York,£10m-£50m,1996,Bootstrapped,HubSpot,under £5k,"[""Meta Ads""]",False,0,highgate-health.example,True
Willow Training Inc,willow-training.example,Education,11-50,US,Boston,£1m-£10m,2024,Bootstrapped,Pipedrive,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,3,willow-training.example,True
Highgate Recruitment Ltd,highgate-recruitment.example,Professional services,201-1000,UK,Manchester,£250m+,2006,Public,Spreadsheet,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,17,highgate-recruitment.example,True
Westbrook Care GmbH,westbrook-care.example,Healthcare,11-50,DE,Berlin,£1m-£10m,2008,Bootstrapped,Spreadsheet,under £5k,"[""Google Ads""]",True,3,westbrook-care.example,True
Tidewater Cloud GmbH,tidewater-cloud.example,Software,11-50,DE,Berlin,£1m-£10m,2024,Series A,HubSpot,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",False,0,tidewater-cloud.example,True
Northwind Legal Inc,northwind-legal.example,Professional services,51-200,US,Boston,£10m-£50m,2015,Private equity,Salesforce,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,10,northwind-legal.example,True
Riverside Training BV,riverside-training.example,Education,1-10,NL,Utrecht,under £1m,2010,Seed,Pipedrive,none,[],False,0,riverside-training.example,True
Emberly Recruitment Inc,emberly-recruitment.example,Professional services,201-1000,US,Boston,£50m-£250m,1988,Private equity,HubSpot,£5k-£25k,"[""Meta Ads"", ""Microsoft Ads""]",True,22,emberly-recruitment.example,True
Ironbridge Advisory BV,ironbridge-advisory.example,Professional services,11-50,NL,Utrecht,£1m-£10m,2012,Seed,Spreadsheet,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",False,0,ironbridge-advisory.example,True
Glenmoor Associates Ltd,glenmoor-associates.example,Professional services,201-1000,UK,Birmingham,£50m-£250m,2000,Bootstrapped,Pipedrive,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",False,0,glenmoorasso-group.example,False
Thornbury College Ltd,thornbury-college.example,Education,11-50,UK,London,£1m-£10m,2006,Bootstrapped,No CRM,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",True,2,thornbury-college.example,True
Ivywood Advisory SAS,ivywood-advisory.example,Professional services,1-10,FR,Toulouse,£1m-£10m,2011,Seed,HubSpot,under £5k,"[""Microsoft Ads""]",True,4,ivywoodadvi-group.example,False
Marigold Recruitment Inc,marigold-recruitment.example,Professional services,1-10,US,Chicago,under £1m,1996,Seed,Spreadsheet,under £5k,"[""Meta Ads""]",True,3,marigoldrecr-group.example,False
Yarrow Pharma Ltd,yarrow-pharma.example,Healthcare,51-200,UK,Leeds,£10m-£50m,2024,Series B,HubSpot,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",True,10,yarrow-pharma.example,True
Rosewood Couriers BV,rosewood-couriers.example,Logistics,51-200,NL,Rotterdam,£10m-£50m,2002,Series B,Salesforce,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,7,rosewood-couriers.example,True
Valley Retail SAS,valley-retail.example,Retail,1-10,FR,Paris,under £1m,2004,Seed,HubSpot,under £5k,"[""Google Ads""]",False,0,valley-retail.example,True
Evergreen Health Inc,evergreen-health.example,Healthcare,11-50,US,Chicago,£1m-£10m,2013,Series A,No CRM,under £5k,"[""Meta Ads""]",False,0,evergreenheal-group.example,False
Norfolk Recruitment Ltd,norfolk-recruitment.example,Professional services,201-1000,UK,Manchester,£50m-£250m,2022,Private equity,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",True,30,norfolk-recruitment.example,True
Jasper Logistics Ltd,jasper-logistics.example,Logistics,201-1000,UK,Manchester,£50m-£250m,2018,Private equity,Salesforce,£5k-£25k,"[""LinkedIn Ads"", ""Microsoft Ads""]",True,20,jasper-logistics.example,True
Kelvin Retail BV,kelvin-retail.example,Retail,51-200,NL,Rotterdam,£10m-£50m,2021,Bootstrapped,HubSpot,£5k-£25k,"[""LinkedIn Ads"", ""TikTok Ads""]",False,0,kelvinreta-group.example,False
Quartz Data Inc,quartz-data.example,Software,51-200,US,Boston,£10m-£50m,2017,Series C+,Spreadsheet,£5k-£25k,"[""Google Ads"", ""TikTok Ads""]",False,0,quartz-data.example,True
Alder Couriers GmbH,alder-couriers.example,Logistics,11-50,DE,Hamburg,£1m-£10m,2005,Seed,Pipedrive,under £5k,"[""Google Ads""]",True,8,alder-couriers.example,True
Yarrow Market Ltd,yarrow-market.example,Retail,1-10,UK,Bristol,under £1m,2001,Bootstrapped,No CRM,under £5k,"[""Microsoft Ads""]",False,0,yarrowmark-group.example,False
Tamarind Works Ltd,tamarind-works.example,Manufacturing,11-50,UK,London,£1m-£10m,2004,Bootstrapped,HubSpot,under £5k,"[""LinkedIn Ads""]",False,0,tamarindwork-group.example,False
Granite Dental Ltd,granite-dental.example,Healthcare,1-10,UK,Edinburgh,under £1m,2006,Bootstrapped,Pipedrive,none,[],False,0,granitedent-group.example,False
Foxglove Academy Ltd,foxglove-academy.example,Education,51-200,UK,London,£10m-£50m,1997,Private equity,Salesforce,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",False,0,foxgloveacad-group.example,False
Granite Freight BV,granite-freight.example,Logistics,51-200,NL,Rotterdam,£50m-£250m,2022,Series B,Salesforce,none,[],True,15,granite-freight.example,True
Oldfield Cloud Ltd,oldfield-cloud.example,Software,201-1000,UK,Bristol,£50m-£250m,2008,Series B,Salesforce,£5k-£25k,"[""LinkedIn Ads"", ""Microsoft Ads""]",False,0,oldfield-cloud.example,True
Beacon Goods Ltd,beacon-goods.example,Retail,1-10,UK,Bristol,under £1m,1997,Seed,HubSpot,under £5k,"[""Google Ads""]",False,0,beacon-goods.example,True
Moorland Retail Ltd,moorland-retail.example,Retail,1-10,UK,Edinburgh,under £1m,2000,Bootstrapped,HubSpot,under £5k,"[""Google Ads""]",False,0,moorlandreta-group.example,False
Valley Capital SAS,valley-capital.example,Financial services,51-200,FR,Lille,£10m-£50m,2003,Bootstrapped,HubSpot,£25k-£100k,"[""LinkedIn Ads"", ""Microsoft Ads"", ""TikTok Ads""]",False,0,valleycapi-group.example,False
Norfolk Industries BV,norfolk-industries.example,Manufacturing,1000+,NL,Eindhoven,£250m+,1988,Private equity,No CRM,£5k-£25k,"[""Meta Ads"", ""Microsoft Ads""]",True,60,norfolkindu-group.example,False
Harbour Legal Ltd,harbour-legal.example,Professional services,1000+,UK,Manchester,£250m+,2009,Bootstrapped,HubSpot,£25k-£100k,"[""Meta Ads"", ""Microsoft Ads"", ""TikTok Ads""]",True,59,harbourlega-group.example,False
Marigold Works Ltd,marigold-works.example,Manufacturing,1-10,UK,Edinburgh,under £1m,2021,Seed,Salesforce,none,[],False,0,marigoldwork-group.example,False
Keystone Haulage Ltd,keystone-haulage.example,Logistics,51-200,UK,Manchester,£10m-£50m,2022,Bootstrapped,HubSpot,under £5k,"[""Meta Ads""]",True,7,keystone-haulage.example,True
Foxglove Cloud BV,foxglove-cloud.example,Software,51-200,NL,Amsterdam,£50m-£250m,2020,Bootstrapped,HubSpot,£5k-£25k,"[""Meta Ads"", ""Microsoft Ads""]",True,8,foxglove-cloud.example,True
Dovecote Partners Inc,dovecote-partners.example,Financial services,1000+,US,New York,£250m+,1982,Bootstrapped,Salesforce,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,44,dovecote-partners.example,True
Thornbury Transport Inc,thornbury-transport.example,Logistics,11-50,US,New York,£1m-£10m,2002,Seed,Spreadsheet,none,[],True,5,thornbury-transport.example,True
Fernhill Accountants Ltd,fernhill-accountants.example,Professional services,201-1000,UK,Edinburgh,£50m-£250m,1998,Public,HubSpot,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""TikTok Ads""]",False,0,fernhillacco-group.example,False
Vantage Data GmbH,vantage-data.example,Software,201-1000,DE,Frankfurt,£50m-£250m,1993,Series A,Salesforce,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0,vantage-data.example,True
Glenmoor Components Ltd,glenmoor-components.example,Manufacturing,201-1000,UK,Edinburgh,£50m-£250m,2004,Series B,Salesforce,£5k-£25k,"[""Google Ads"", ""TikTok Ads""]",True,19,glenmoorcomp-group.example,False
Alder Care Ltd,alder-care.example,Healthcare,1-10,UK,Manchester,under £1m,1997,Bootstrapped,Spreadsheet,none,[],True,1,alder-care.example,True
Stonebridge Training Ltd,stonebridge-training.example,Education,51-200,UK,Bristol,£10m-£50m,2012,Bootstrapped,HubSpot,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",True,11,stonebridge-training.example,True
Redwood Components GmbH,redwood-components.example,Manufacturing,11-50,DE,Berlin,£1m-£10m,2010,Seed,HubSpot,none,[],False,0,redwood-components.example,True
Larkspur Tutors Inc,larkspur-tutors.example,Education,201-1000,US,Chicago,£50m-£250m,1970,Bootstrapped,Spreadsheet,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",True,24,larkspurtuto-group.example,False
Fernhill Advisory Inc,fernhill-advisory.example,Professional services,11-50,US,New York,£1m-£10m,2011,Bootstrapped,Salesforce,none,[],True,5,fernhilladvi-group.example,False
Cobalt Associates BV,cobalt-associates.example,Professional services,11-50,NL,Amsterdam,£1m-£10m,2002,Bootstrapped,HubSpot,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",False,0,cobalt-associates.example,True
Harbour Clinics Ltd,harbour-clinics.example,Healthcare,201-1000,UK,Manchester,£50m-£250m,2018,Private equity,Salesforce,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads""]",False,0,harbour-clinics.example,True
Keystone Stores Ltd,keystone-stores.example,Retail,1000+,UK,Birmingham,£50m-£250m,1988,Series C+,Salesforce,£25k-£100k,"[""Google Ads"", ""Microsoft Ads"", ""TikTok Ads""]",True,67,keystonestor-group.example,False
Moorland Transport Inc,moorland-transport.example,Logistics,1-10,US,Austin,under £1m,2005,Bootstrapped,Pipedrive,none,[],False,0,moorland-transport.example,True
Riverside Market BV,riverside-market.example,Retail,201-1000,NL,Amsterdam,£50m-£250m,1968,Series A,Spreadsheet,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,18,riversidemark-group.example,False
Juniper Health BV,juniper-health.example,Healthcare,201-1000,NL,Utrecht,£50m-£250m,1997,Series B,No CRM,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,20,juniper-health.example,True
Kestrel Manufacturing SAS,kestrel-manufacturing.example,Manufacturing,51-200,FR,Paris,£10m-£50m,2011,Series A,Salesforce,none,[],False,0,kestrel-manufacturing.example,True
Aurora Learning SAS,aurora-learning.example,Education,11-50,FR,Lille,£1m-£10m,2006,Seed,Pipedrive,under £5k,"[""Meta Ads""]",False,0,aurora-learning.example,True
Juniper Couriers Ltd,juniper-couriers.example,Logistics,1-10,UK,Bristol,£1m-£10m,2017,Bootstrapped,Spreadsheet,under £5k,"[""Meta Ads""]",True,2,juniper-couriers.example,True
Nettlefield Legal BV,nettlefield-legal.example,Professional services,1-10,NL,Rotterdam,£1m-£10m,1998,Bootstrapped,No CRM,none,[],False,0,nettlefield-legal.example,True
Lantern Stores Inc,lantern-stores.example,Retail,51-200,US,Chicago,£10m-£50m,2023,Series A,HubSpot,under £5k,"[""Google Ads""]",False,0,lantern-stores.example,True
Keystone Industries Ltd,keystone-industries.example,Manufacturing,1000+,UK,Birmingham,£250m+,2004,Series C+,No CRM,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",False,0,keystoneindu-group.example,False
Ironbridge Insurance Ltd,ironbridge-insurance.example,Financial services,201-1000,UK,Leeds,£50m-£250m,1975,Series A,Salesforce,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,25,ironbridgeinsu-group.example,False
Cedar Learning Inc,cedar-learning.example,Education,1-10,US,Chicago,under £1m,2000,Bootstrapped,Spreadsheet,none,[],True,1,cedarlear-group.example,False
Driftwood Health SAS,driftwood-health.example,Healthcare,11-50,FR,Paris,under £1m,2017,Bootstrapped,Salesforce,£5k-£25k,"[""Meta Ads"", ""TikTok Ads""]",True,3,driftwood-health.example,True
Emberly Works GmbH,emberly-works.example,Manufacturing,51-200,DE,Frankfurt,£10m-£50m,2005,Bootstrapped,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",False,0,emberlywork-group.example,False
Umber Wealth Inc,umber-wealth.example,Financial services,51-200,US,Austin,£10m-£50m,2016,Series B,Salesforce,under £5k,"[""LinkedIn Ads""]",False,0,umber-wealth.example,True
Foxglove Data SAS,foxglove-data.example,Software,1-10,FR,Toulouse,£1m-£10m,2014,Series A,No CRM,under £5k,"[""Google Ads""]",False,0,foxglovedata-group.example,False
Keystone Advisory BV,keystone-advisory.example,Professional services,51-200,NL,Utrecht,£10m-£50m,2013,Series A,No CRM,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,9,keystone-advisory.example,True
Beacon College Ltd,beacon-college.example,Education,1-10,UK,Bristol,under £1m,2003,Series A,Salesforce,none,[],False,0,beaconcoll-group.example,False
Driftwood Accountants Ltd,driftwood-accountants.example,Professional services,51-200,UK,Manchester,£10m-£50m,2005,Bootstrapped,Spreadsheet,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",False,0,driftwoodacco-group.example,False
Pennine Couriers Inc,pennine-couriers.example,Logistics,1-10,US,New York,under £1m,2010,Bootstrapped,HubSpot,under £5k,"[""LinkedIn Ads""]",False,0,pennine-couriers.example,True
Falcon Cloud Ltd,falcon-cloud.example,Software,1-10,UK,Edinburgh,under £1m,2018,Bootstrapped,Salesforce,under £5k,"[""Google Ads""]",True,1,falconclou-group.example,False
Emberly Dental Ltd,emberly-dental.example,Healthcare,1-10,UK,Leeds,under £1m,2000,Seed,HubSpot,none,[],False,0,emberly-dental.example,True
Ashford Cloud Inc,ashford-cloud.example,Software,1-10,US,San Francisco,under £1m,2011,Bootstrapped,Spreadsheet,under £5k,"[""TikTok Ads""]",True,2,ashford-cloud.example,True
Dunmore Consulting Inc,dunmore-consulting.example,Professional services,51-200,US,Austin,£1m-£10m,2006,Bootstrapped,HubSpot,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",True,7,dunmorecons-group.example,False
Vantage Industries Inc,vantage-industries.example,Manufacturing,201-1000,US,New York,£50m-£250m,1980,Private equity,Salesforce,£5k-£25k,"[""Meta Ads"", ""Microsoft Ads""]",False,0,vantage-industries.example,True
Oldfield Fabrication Ltd,oldfield-fabrication.example,Manufacturing,51-200,UK,Bristol,£10m-£50m,2010,Bootstrapped,HubSpot,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""TikTok Ads""]",True,6,oldfield-fabrication.example,True
Inkwell Legal Inc,inkwell-legal.example,Professional services,11-50,US,Seattle,£1m-£10m,1998,Series B,HubSpot,£5k-£25k,"[""Google Ads"", ""Microsoft Ads""]",True,3,inkwelllega-group.example,False
Elmstead Transport Ltd,elmstead-transport.example,Logistics,51-200,UK,Edinburgh,£10m-£50m,2019,Series B,Pipedrive,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,16,elmstead-transport.example,True
Nimbus Retail Ltd,nimbus-retail.example,Retail,51-200,UK,Birmingham,£10m-£50m,2008,Series A,Salesforce,under £5k,"[""Meta Ads""]",False,0,nimbusreta-group.example,False
Valley Dental Ltd,valley-dental.example,Healthcare,201-1000,UK,Leeds,£10m-£50m,2012,Bootstrapped,HubSpot,£25k-£100k,"[""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,21,valley-dental.example,True
Kelvin Haulage Inc,kelvin-haulage.example,Logistics,51-200,US,Austin,£10m-£50m,2014,Bootstrapped,Salesforce,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,5,kelvin-haulage.example,True
Hawthorn Tutors Inc,hawthorn-tutors.example,Education,11-50,US,Chicago,under £1m,2017,Seed,HubSpot,none,[],True,3,hawthorntuto-group.example,False
Meridian Academy Ltd,meridian-academy.example,Education,1-10,UK,Bristol,under £1m,2009,Seed,Spreadsheet,under £5k,"[""Meta Ads""]",False,0,meridian-academy.example,True
Yarrow Works Inc,yarrow-works.example,Manufacturing,11-50,US,Boston,£10m-£50m,2013,Seed,No CRM,under £5k,"[""TikTok Ads""]",True,2,yarrowwork-group.example,False
Orchard Tutors Ltd,orchard-tutors.example,Education,201-1000,UK,Leeds,£50m-£250m,1975,Private equity,Salesforce,£5k-£25k,"[""Meta Ads"", ""TikTok Ads""]",False,0,orchard-tutors.example,True
Fernhill Components BV,fernhill-components.example,Manufacturing,11-50,NL,Utrecht,under £1m,2003,Bootstrapped,No CRM,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",False,0,fernhill-components.example,True
Thornbury Components Ltd,thornbury-components.example,Manufacturing,201-1000,UK,Bristol,£50m-£250m,2004,Private equity,Spreadsheet,£5k-£25k,"[""Meta Ads"", ""Microsoft Ads""]",True,20,thornbury-components.example,True
Greystone Tutors BV,greystone-tutors.example,Education,11-50,NL,Eindhoven,£1m-£10m,2006,Series B,Spreadsheet,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,5,greystone-tutors.example,True
Beacon Industries Ltd,beacon-industries.example,Manufacturing,201-1000,UK,Bristol,£250m+,1975,Series B,Salesforce,£5k-£25k,"[""Meta Ads"", ""TikTok Ads""]",True,27,beacon-industries.example,True
Larkspur Medical GmbH,larkspur-medical.example,Healthcare,1-10,DE,Hamburg,under £1m,2003,Seed,No CRM,none,[],True,1,larkspurmedi-group.example,False
Nimbus Lending Ltd,nimbus-lending.example,Financial services,1-10,UK,Birmingham,under £1m,2004,Seed,No CRM,under £5k,"[""Google Ads""]",True,1,nimbus-lending.example,True
Beacon Cloud BV,beacon-cloud.example,Software,1000+,NL,Rotterdam,£250m+,1979,Private equity,Salesforce,£5k-£25k,"[""Meta Ads"", ""Microsoft Ads""]",False,0,beaconclou-group.example,False
Kelvin Lending BV,kelvin-lending.example,Financial services,11-50,NL,Utrecht,£1m-£10m,2020,Series A,HubSpot,none,[],False,0,kelvin-lending.example,True
Pennine Care GmbH,pennine-care.example,Healthcare,1-10,DE,Munich,under £1m,2004,Bootstrapped,No CRM,under £5k,"[""Google Ads""]",False,0,pennine-care.example,True
Norfolk Lending GmbH,norfolk-lending.example,Financial services,1-10,DE,Frankfurt,under £1m,2018,Bootstrapped,Pipedrive,under £5k,"[""TikTok Ads""]",False,0,norfolklend-group.example,False
Quayside Health GmbH,quayside-health.example,Healthcare,1000+,DE,Munich,£50m-£250m,2006,Bootstrapped,Salesforce,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",True,69,quayside-health.example,True
Silverline Partners Inc,silverline-partners.example,Financial services,51-200,US,Seattle,£10m-£50m,1997,Series A,Pipedrive,none,[],False,0,silverline-partners.example,True
Pennine Medical Ltd,pennine-medical.example,Healthcare,11-50,UK,Birmingham,£1m-£10m,2014,Series A,Pipedrive,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0,penninemedi-group.example,False
Marigold Advisory SAS,marigold-advisory.example,Professional services,11-50,FR,Paris,£1m-£10m,2000,Series B,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""TikTok Ads""]",False,0,marigold-advisory.example,True
Beacon Learning Inc,beacon-learning.example,Education,51-200,US,Boston,£10m-£50m,2018,Series B,Salesforce,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,9,beacon-learning.example,True
Ironbridge Trading Inc,ironbridge-trading.example,Retail,201-1000,US,New York,£50m-£250m,1988,Series C+,Salesforce,£25k-£100k,"[""LinkedIn Ads"", ""Meta Ads"", ""TikTok Ads""]",False,0,ironbridgetrad-group.example,False
Orchard Learning BV,orchard-learning.example,Education,201-1000,NL,Amsterdam,£50m-£250m,2004,Bootstrapped,Pipedrive,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""TikTok Ads""]",True,21,orchard-learning.example,True
Stonebridge Software Inc,stonebridge-software.example,Software,201-1000,US,New York,£50m-£250m,2001,Bootstrapped,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",False,0,stonebridge-software.example,True
Brightwater Tutors Inc,brightwater-tutors.example,Education,1-10,US,Austin,under £1m,2018,Seed,Spreadsheet,none,[],False,0,brightwater-tutors.example,True
Heron Fabrication SAS,heron-fabrication.example,Manufacturing,11-50,FR,Lille,£1m-£10m,2024,Seed,Pipedrive,none,[],False,0,heron-fabrication.example,True
Hawthorn Finance Ltd,hawthorn-finance.example,Financial services,11-50,UK,Leeds,£1m-£10m,2002,Bootstrapped,Spreadsheet,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",False,0,hawthornfina-group.example,False
Vantage Academy GmbH,vantage-academy.example,Education,1000+,DE,Frankfurt,£250m+,2011,Private equity,HubSpot,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",False,0,vantageacad-group.example,False
